session_id,AnagramsOrder10,AvailOrder10,ELMOrder10,PowerOrder10,SESDOrder10,WeightOrder10,CredentialOrder10,MetaphorOrder10,StroopOrder10,WarmthOrder10
7467378,3,1,7,2,5,NA,8,NA,4,6
7467382,6,8,1,5,7,NA,2,NA,4,3
7467437,9,4,3,10,2,6,7,5,1,8
7467439,5,2,3,6,8,NA,4,NA,7,1
7467457,2,3,1,5,6,9,4,8,10,7
7467543,1,10,5,3,9,7,6,8,4,2
7467549,4,6,5,9,8,2,10,3,1,7
7467563,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
7467731,NA,2,4,6,3,NA,1,NA,NA,5
7467833,2,5,4,8,1,NA,6,NA,7,3
7467918,6,1,8,3,7,NA,5,NA,4,2
7467991,1,4,6,3,2,NA,7,NA,5,8
7469562,4,1,9,2,5,6,8,7,3,10
7469564,6,1,2,5,4,8,7,9,10,3
7469567,7,9,10,2,8,4,3,5,1,6
7469672,2,8,4,6,5,NA,7,NA,1,3
7469693,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
7469714,10,3,2,9,8,6,7,5,1,4
7469793,3,2,6,4,1,8,9,7,10,5
7469906,3,7,6,8,10,5,2,4,1,9
7470200,3,7,10,4,2,5,9,6,8,1
7470231,3,8,5,7,2,NA,1,NA,6,4
7470237,3,5,6,7,4,1,10,2,8,9
7470332,7,8,1,2,5,NA,4,NA,3,6
7470408,2,4,8,3,1,NA,5,NA,7,6
7470483,5,3,8,4,6,NA,7,NA,1,2
7470579,6,7,2,3,5,NA,8,NA,1,4
7470807,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
7470913,2,6,7,3,4,9,5,10,1,8
7471007,1,8,3,4,7,10,5,9,6,2
7471299,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7471446,4,2,8,1,3,NA,5,NA,6,7
7471726,6,3,7,5,1,9,2,10,8,4
7471877,2,1,10,6,9,4,3,5,7,8
7471880,4,1,9,5,2,6,8,7,10,3
7471881,8,10,1,7,6,3,4,2,9,5
7471970,3,9,4,6,8,1,5,2,10,7
7471971,4,5,9,1,3,8,10,7,2,6
7471974,8,6,7,10,5,2,9,3,4,1
7472060,9,5,10,3,1,7,4,8,6,2
7472065,10,7,5,6,9,1,4,2,3,8
7472080,8,9,3,5,10,7,2,6,4,1
7472084,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7472090,6,8,2,7,4,10,3,9,1,5
7472150,2,8,7,3,6,NA,5,NA,4,1
7472152,3,5,8,7,6,NA,2,NA,1,4
7472156,5,3,4,7,10,8,6,9,2,1
7472158,5,8,6,7,1,4,2,3,10,9
7472168,8,4,9,1,2,6,10,7,3,5
7472226,6,10,7,3,2,8,1,9,4,5
7472227,3,9,6,4,5,8,1,7,10,2
7472229,3,4,9,1,2,7,5,6,10,8
7472280,8,7,6,1,4,NA,3,NA,5,2
7472365,5,9,6,8,4,2,1,3,10,7
7472366,9,3,6,7,2,4,10,5,1,8
7472450,4,8,7,9,5,1,3,2,6,10
7472584,3,5,2,8,1,NA,4,NA,7,6
7472589,10,1,5,2,8,7,3,6,4,9
7472611,3,9,1,2,10,7,4,6,5,8
7472643,6,2,5,3,4,7,1,8,10,9
7472645,4,3,9,7,10,5,2,6,8,1
7472737,7,2,8,4,6,NA,5,NA,3,1
7472813,1,8,3,4,2,NA,5,NA,7,6
7472908,5,7,1,6,4,NA,3,NA,8,2
7472982,3,6,1,8,2,NA,4,NA,7,5
7473055,1,10,5,9,3,6,4,7,8,2
7473182,3,6,5,4,7,2,9,1,10,8
7473183,3,10,8,9,1,6,2,5,7,4
7473184,8,5,10,1,2,6,3,7,9,4
7473281,NA,NA,3,NA,NA,NA,2,NA,1,NA
7473378,5,7,8,4,2,9,6,10,1,3
7473471,4,5,10,8,9,1,6,2,3,7
7474158,7,9,10,4,3,1,6,2,5,8
7474269,4,1,7,3,5,8,10,9,6,2
7474386,7,4,1,2,8,6,3,5,10,9
7474471,3,7,6,5,10,2,4,1,9,8
7474545,4,8,5,10,1,3,6,2,9,7
7474574,10,2,8,6,7,5,9,4,3,1
7474586,6,7,9,10,2,5,8,4,3,1
7474593,7,4,6,8,5,NA,2,NA,3,1
7474665,4,6,5,2,3,8,7,9,10,1
7474667,7,10,8,6,5,3,4,2,1,9
7474670,3,1,4,2,5,6,10,7,9,8
7474678,5,3,4,8,7,9,1,10,2,6
7474682,7,5,3,1,6,10,2,9,4,8
7474683,4,9,10,8,1,5,7,6,3,2
7474710,3,6,4,5,9,8,2,7,10,1
7474770,9,6,2,10,5,4,1,3,7,8
7474806,3,5,4,1,7,10,2,9,6,8
7474809,8,9,2,7,6,5,1,4,3,10
7474811,1,10,3,2,9,7,4,6,5,8
7474829,9,4,3,2,8,6,5,7,1,10
7474852,9,6,4,3,2,7,10,8,5,1
7474853,1,3,2,10,7,5,9,4,6,8
7474858,5,1,7,9,8,2,10,3,4,6
7474885,7,2,8,1,10,4,6,3,9,5
7474886,7,10,3,1,6,8,5,9,2,4
7474887,2,10,6,3,5,9,4,8,1,7
7474984,7,3,6,9,8,4,1,5,2,10
7475054,1,7,6,8,5,3,9,4,2,10
7475071,3,5,6,1,7,10,4,9,2,8
7475072,10,1,7,2,4,6,9,5,8,3
7475080,1,2,8,7,5,NA,3,NA,4,6
7475154,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
7475187,1,2,7,8,5,NA,3,NA,4,6
7475266,9,4,5,3,8,7,2,6,1,10
7475306,8,3,5,2,1,NA,7,NA,4,6
7475330,3,2,7,8,5,10,1,9,4,6
7475396,5,2,4,7,1,8,3,9,6,10
7475447,6,5,3,4,1,NA,2,NA,7,8
7475626,5,3,8,2,1,6,4,7,9,10
7475670,1,10,2,5,4,8,9,7,3,6
7475732,2,6,10,7,3,5,9,4,1,8
7476218,2,1,7,9,8,4,5,3,10,6
7476222,5,2,NA,3,4,NA,6,NA,7,1
7476238,1,2,NA,NA,NA,NA,NA,NA,NA,NA
7476242,6,1,NA,5,7,NA,2,NA,3,4
7476245,5,6,NA,2,4,NA,7,NA,1,3
7476247,3,6,NA,4,5,NA,1,NA,NA,2
7476248,1,3,NA,6,4,NA,2,NA,7,5
7476260,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7476271,7,8,6,1,2,4,9,5,10,3
7476275,8,2,6,1,9,3,10,4,5,7
7476280,5,3,NA,1,4,NA,NA,NA,2,6
7476307,4,2,NA,5,6,NA,1,NA,3,7
7476316,6,5,NA,2,4,NA,3,NA,7,1
7476385,1,2,10,8,7,4,3,5,9,6
7476407,NA,5,4,NA,3,NA,1,NA,NA,2
7476423,8,9,10,1,7,5,3,4,2,6
7476426,3,8,10,2,4,7,9,6,5,1
7476448,5,9,10,7,1,4,2,3,6,8
7476455,9,5,7,10,8,2,3,1,4,6
7476456,7,1,4,5,2,9,3,10,8,6
7476457,8,10,7,1,2,5,3,4,9,6
7476490,3,1,6,8,10,4,9,5,7,2
7476505,3,6,9,1,8,5,10,4,2,7
7476507,4,7,1,2,6,9,3,8,10,5
7476509,4,5,3,7,8,NA,1,NA,6,2
7476582,6,8,2,5,3,10,7,9,1,4
7476601,7,1,8,6,3,NA,4,NA,5,2
7476602,3,5,6,8,7,NA,1,NA,4,2
7476605,1,3,8,2,7,4,9,5,6,10
7476615,5,1,6,7,4,NA,3,NA,2,8
7476616,6,5,3,4,7,NA,2,NA,1,8
7476683,10,7,6,4,8,3,5,2,9,1
7476692,6,3,1,2,5,10,4,9,7,8
7476694,2,6,4,3,1,10,5,9,8,7
7476696,6,3,9,10,4,7,1,8,5,2
7476726,2,6,4,3,5,7,1,8,10,9
7476731,6,5,3,4,1,NA,NA,NA,2,NA
7476733,1,5,7,4,2,NA,8,NA,6,3
7476808,7,3,10,6,8,2,4,1,5,9
7476809,6,2,3,1,4,NA,8,NA,5,7
7476812,10,1,5,9,4,7,6,8,3,2
7477076,8,2,1,9,10,6,4,7,3,5
7477127,9,10,4,3,2,5,7,6,8,1
7477172,3,7,6,4,5,9,10,8,2,1
7477705,5,6,NA,4,2,NA,1,NA,3,7
7477706,3,7,NA,1,4,NA,6,NA,5,2
7477709,2,NA,NA,NA,NA,NA,1,NA,NA,NA
7477714,1,2,NA,NA,NA,NA,NA,NA,NA,NA
7477715,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
7477718,NA,NA,NA,NA,NA,NA,1,NA,2,NA
7477725,3,6,NA,4,7,NA,2,NA,1,5
7477737,6,7,NA,3,1,NA,2,NA,5,4
7477759,1,6,NA,5,2,NA,7,NA,4,3
7477771,7,5,NA,6,4,NA,2,NA,3,1
7477789,6,3,NA,5,4,NA,7,NA,2,1
7477791,2,NA,NA,NA,NA,NA,NA,NA,NA,1
7477792,3,1,NA,6,7,NA,2,NA,5,4
7477809,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7477848,NA,3,NA,NA,2,NA,1,NA,4,5
7477936,5,3,NA,4,6,NA,2,NA,1,7
7477956,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7478066,1,4,NA,6,3,NA,2,NA,5,7
7478093,7,2,5,1,4,NA,8,NA,3,6
7478095,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
7478106,3,2,1,8,4,NA,5,NA,7,6
7478116,7,1,NA,6,4,NA,5,NA,2,3
7478131,4,1,NA,7,2,NA,3,NA,5,6
7478153,5,2,NA,6,4,NA,1,NA,3,7
7478188,2,1,NA,3,5,NA,4,NA,6,7
7478234,6,2,NA,3,7,NA,5,NA,1,4
7478244,2,5,NA,3,4,NA,1,NA,6,7
7478275,4,3,NA,7,6,NA,2,NA,5,1
7478305,5,3,NA,2,1,NA,6,NA,7,4
7478463,6,4,NA,5,7,NA,3,NA,2,1
7478565,NA,1,NA,NA,2,NA,NA,NA,3,NA
7478568,1,NA,NA,NA,NA,NA,NA,NA,NA,2
7478571,3,5,NA,2,1,NA,6,NA,7,4
7478611,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
7478623,6,2,NA,5,1,NA,4,NA,7,3
7478625,5,4,NA,7,6,NA,1,NA,2,3
7478627,4,3,NA,7,2,NA,1,NA,6,5
7478629,3,2,NA,4,6,NA,1,NA,5,7
7478633,3,2,NA,4,5,NA,7,NA,6,1
7478642,4,3,NA,5,2,NA,6,NA,7,1
7478643,6,3,NA,1,5,NA,7,NA,2,4
7478647,6,2,NA,1,5,NA,4,NA,3,7
7478725,2,4,NA,3,1,NA,7,NA,5,6
7478862,6,2,NA,3,4,NA,1,NA,5,7
7478885,2,3,NA,6,5,NA,1,NA,7,4
7478925,5,6,NA,7,3,NA,1,NA,2,4
7478941,3,1,NA,5,7,NA,4,NA,2,6
7479012,2,7,NA,5,4,NA,3,NA,1,6
7479014,3,2,NA,4,6,NA,7,NA,5,1
7480312,4,7,NA,3,5,NA,6,NA,2,1
7480318,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7480327,5,6,NA,2,7,NA,4,NA,3,1
7480435,7,5,NA,6,1,NA,4,NA,3,2
7480591,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7480633,6,3,NA,5,4,NA,7,NA,1,2
7480685,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7480686,3,1,NA,5,7,NA,6,NA,2,4
7480763,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
7480857,7,4,NA,3,5,NA,6,NA,2,1
7480868,5,1,NA,7,6,NA,3,NA,2,4
7480987,10,3,6,7,4,1,8,2,9,5
7481014,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
7481020,10,8,5,6,9,2,7,1,4,3
7481053,1,4,9,10,3,6,8,5,7,2
7481081,4,8,5,2,3,NA,6,NA,7,1
7481148,9,10,8,5,7,2,6,3,1,4
7481150,3,6,5,1,8,9,4,10,2,7
7481172,2,1,9,10,5,3,7,4,6,8
7481180,4,1,6,5,9,8,3,7,2,10
7481221,4,3,2,7,6,8,10,9,5,1
7481222,4,2,NA,5,7,NA,3,NA,6,1
7481274,4,3,8,2,7,NA,1,NA,5,6
7481278,1,3,NA,7,6,NA,4,NA,5,2
7481298,9,10,5,7,8,3,6,2,4,1
7481317,7,2,3,9,8,6,10,5,1,4
7481455,2,10,5,3,7,9,6,8,1,4
7481504,2,3,10,6,9,8,4,7,5,1
7481513,2,8,10,7,1,5,9,6,4,3
7481577,3,9,2,6,7,4,8,5,10,1
7481596,6,5,NA,2,4,NA,7,NA,1,3
7481621,2,7,4,1,3,6,9,5,10,8
7481694,1,2,NA,NA,3,NA,NA,NA,NA,NA
7481757,1,8,10,4,9,7,2,6,3,5
7481777,8,1,6,5,7,NA,2,NA,4,3
7481830,3,1,9,5,2,8,10,7,4,6
7481901,2,1,5,8,3,NA,7,NA,4,6
7481909,7,2,1,10,3,8,5,9,6,4
7481974,10,1,6,8,7,3,2,4,5,9
7482021,1,9,3,7,10,5,8,4,2,6
7482039,3,6,2,10,1,8,4,9,7,5
7482181,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7482194,7,5,3,1,8,NA,6,NA,2,4
7482455,6,4,NA,2,7,NA,3,NA,5,1
7482561,3,6,NA,5,2,NA,4,NA,1,7
7483295,1,5,NA,2,3,NA,4,NA,6,7
7483405,5,9,6,7,3,1,8,2,4,10
7483489,1,2,7,6,3,NA,4,NA,5,8
7483491,10,8,1,2,9,7,5,6,3,4
7483556,2,5,7,6,1,9,10,8,3,4
7483561,3,2,7,1,6,5,8,4,9,10
7483576,8,9,3,10,7,4,1,5,2,6
7483590,5,7,1,8,2,9,6,10,3,4
7483609,4,3,5,10,8,2,6,1,7,9
7483649,1,4,10,7,3,6,2,5,9,8
7483665,8,3,7,6,4,NA,5,NA,1,2
7483691,5,2,10,1,8,3,6,4,9,7
7483700,1,9,2,7,3,4,8,5,6,10
7483702,3,1,9,10,2,5,7,4,6,8
7483723,6,1,8,3,4,NA,7,NA,2,5
7483769,8,6,7,9,5,2,1,3,4,10
7483773,8,3,5,4,7,NA,6,NA,2,1
7483811,9,5,8,3,4,1,10,2,6,7
7483843,8,5,7,3,9,1,10,2,4,6
7483860,2,1,3,9,10,6,7,5,8,4
7483878,5,2,1,8,9,3,10,4,6,7
7483891,1,4,NA,6,5,NA,7,NA,3,2
7483896,4,3,2,1,7,10,8,9,6,5
7483903,2,1,10,3,8,5,7,4,6,9
7483911,8,2,7,5,4,10,3,9,6,1
7483914,7,5,4,3,8,2,10,1,6,9
7483925,6,9,4,10,5,7,3,8,2,1
7483940,3,6,9,5,10,8,4,7,1,2
7483990,6,8,1,3,7,NA,2,NA,4,5
7484079,9,10,1,6,2,4,8,3,7,5
7484148,5,9,8,3,4,6,10,7,1,2
7484199,10,2,6,7,8,4,9,5,3,1
7484203,10,1,9,8,7,4,6,5,3,2
7484227,9,7,8,10,1,2,5,3,6,4
7484309,9,7,4,2,10,6,8,5,3,1
7484342,2,6,NA,5,1,NA,4,NA,3,7
7484346,3,6,5,8,2,10,7,9,1,4
7484355,6,4,NA,5,7,NA,3,NA,2,1
7484356,9,6,2,1,10,5,8,4,3,7
7484390,6,1,9,2,3,8,4,7,10,5
7484483,8,2,3,7,9,5,10,6,1,4
7485234,6,1,NA,2,3,NA,7,NA,4,5
7486360,10,6,7,4,5,2,3,1,8,9
7486646,3,9,1,4,7,6,8,5,2,10
7487027,10,2,5,9,4,8,3,7,1,6
7487029,6,2,4,5,1,7,3,8,10,9
7487030,2,8,1,10,3,5,7,6,4,9
7487034,4,10,8,1,5,3,9,2,6,7
7487052,6,2,8,9,7,3,10,4,5,1
7487055,7,8,3,2,6,4,10,5,1,9
7487057,5,1,8,6,10,4,2,3,7,9
7487071,7,8,1,2,6,4,5,3,9,10
7487162,1,2,4,7,6,8,5,9,10,3
7487164,NA,5,1,NA,2,NA,3,NA,NA,4
7487165,8,2,4,5,3,10,6,9,7,1
7487220,9,2,10,1,5,4,8,3,7,6
7487221,1,3,4,2,10,8,5,7,6,9
7487258,1,10,9,2,6,8,4,7,3,5
7487263,6,10,5,8,4,1,3,2,7,9
7487264,9,8,10,1,6,2,4,3,5,7
7487268,10,4,2,9,6,8,1,7,3,5
7487309,10,4,9,8,1,3,6,2,7,5
7487311,4,8,3,1,5,NA,6,NA,2,7
7487402,5,7,3,9,6,1,10,2,4,8
7487437,1,2,3,8,7,NA,6,NA,5,4
7487439,7,2,8,6,5,NA,4,NA,3,1
7487443,1,3,7,8,5,NA,6,NA,2,4
7487446,NA,NA,NA,NA,1,NA,2,NA,NA,3
7487457,2,3,8,5,1,NA,4,NA,7,6
7487466,1,7,6,8,9,4,5,3,2,10
7487467,4,10,8,1,2,6,5,7,9,3
7487468,3,6,5,8,2,9,4,10,1,7
7487591,2,1,10,3,4,6,8,7,9,5
7487628,10,1,5,8,6,3,2,4,7,9
7487695,10,5,3,8,7,1,9,2,6,4
7487905,5,10,6,2,3,8,4,7,1,9
7487967,6,5,1,3,10,9,2,8,7,4
7488034,1,3,7,4,5,8,10,9,6,2
7488050,4,9,1,8,5,2,7,3,6,10
7488107,9,1,2,10,7,4,8,5,6,3
7488201,7,3,6,4,2,9,10,8,5,1
7488262,8,1,5,3,6,10,2,9,4,7
7488347,4,5,NA,6,1,NA,3,NA,7,2
7488841,5,3,NA,4,7,NA,6,NA,1,2
7489122,2,3,NA,6,5,NA,7,NA,1,4
7489719,3,2,10,8,1,6,9,7,5,4
7489720,7,9,6,5,8,3,10,2,1,4
7489722,9,8,4,10,5,2,7,1,3,6
7490028,4,1,10,7,2,8,3,9,6,5
7490050,8,7,3,2,10,4,6,5,9,1
7490083,5,4,7,6,1,2,8,3,10,9
7490105,2,4,3,9,7,6,1,5,10,8
7490107,6,7,1,3,2,5,9,4,10,8
7490108,10,8,3,4,5,1,9,2,6,7
7490133,9,10,5,3,6,2,7,1,4,8
7490187,8,3,4,1,5,7,10,6,2,9
7490278,6,1,5,10,9,2,4,3,8,7
7490394,8,10,2,3,9,5,7,6,1,4
7490411,6,2,10,7,1,8,5,9,3,4
7490421,2,8,6,10,3,5,9,4,7,1
7490422,6,9,1,2,5,7,10,8,3,4
7490423,5,6,4,3,2,8,7,9,1,10
7490424,8,7,6,5,4,3,9,2,1,10
7490460,9,2,5,1,3,7,8,6,10,4
7490464,2,3,1,8,6,4,7,5,10,9
7490555,3,4,10,2,9,8,5,7,1,6
7490618,5,3,4,8,10,7,9,6,1,2
7490620,3,8,1,7,9,6,4,5,10,2
7490624,1,8,10,5,7,2,9,3,4,6
7490630,4,8,10,5,7,3,9,2,1,6
7490654,2,1,4,6,7,9,10,8,3,5
7490755,5,3,1,10,6,8,4,9,7,2
7490764,10,7,4,3,2,8,6,9,1,5
7490793,5,10,3,4,2,8,6,7,9,1
7490825,6,7,1,3,2,NA,8,NA,4,5
7490879,5,3,2,1,4,9,7,10,6,8
7490892,3,5,1,8,9,6,4,7,10,2
7490923,4,1,7,8,6,3,5,2,10,9
7490998,4,9,10,2,7,5,3,6,8,1
7491064,8,5,3,2,6,NA,1,NA,4,7
7491084,9,1,6,8,7,3,10,2,5,4
7492472,3,10,8,1,7,4,6,5,2,9
7492474,9,4,3,5,6,2,8,1,7,10
7492476,8,9,10,7,3,5,4,6,1,2
7492539,4,3,7,10,6,8,5,9,1,2
7492549,1,3,4,9,10,5,7,6,8,2
7492588,5,8,2,3,7,10,1,9,4,6
7492589,4,3,7,6,5,9,10,8,1,2
7492594,9,1,4,2,8,6,7,5,3,10
7492602,1,9,10,7,3,5,4,6,8,2
7492626,4,1,10,8,3,6,9,5,7,2
7492676,8,7,2,4,1,9,3,10,5,6
7492678,9,5,10,2,3,7,6,8,1,4
7492680,4,5,6,2,8,NA,7,NA,1,3
7492729,5,3,6,1,7,10,8,9,4,2
7492764,1,8,2,7,4,9,6,10,5,3
7492766,5,9,6,2,8,3,1,4,10,7
7492840,2,6,1,10,4,7,5,8,9,3
7492855,8,7,4,5,6,NA,2,NA,1,3
7493019,4,3,5,8,1,NA,6,NA,2,7
7493283,6,1,7,8,4,NA,2,NA,5,3
7497094,7,5,8,1,6,NA,4,NA,2,3
7498224,2,10,3,5,1,9,6,8,4,7
7498326,10,9,2,1,7,5,3,4,8,6
7498340,1,4,5,6,10,8,7,9,3,2
7498388,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
7498447,9,10,8,1,5,6,4,7,2,3
7498448,2,3,7,6,4,10,5,9,8,1
7498569,9,10,6,7,1,4,2,3,5,8
7498676,10,9,2,3,5,7,1,6,4,8
7498793,3,10,1,9,4,8,5,7,2,6
7498796,5,4,10,3,1,8,7,9,2,6
7498802,7,1,4,3,2,8,5,9,10,6
7498803,1,5,4,9,3,7,2,8,10,6
7498835,3,6,7,2,4,8,10,9,1,5
7498837,9,7,5,6,4,1,3,2,8,10
7498922,6,10,1,9,2,8,4,7,5,3
7498926,7,6,1,9,5,3,8,4,10,2
7499073,1,5,10,9,7,4,2,3,8,6
7499076,7,1,3,8,10,6,2,5,4,9
7499079,5,6,3,8,7,9,2,10,4,1
7499080,8,4,5,2,3,10,7,9,1,6
7499173,2,3,1,9,8,5,7,6,4,10
7499175,6,1,2,3,7,9,5,10,4,8
7499191,3,8,5,6,7,NA,2,NA,1,4
7499199,8,7,6,10,9,3,5,4,1,2
7499344,9,5,10,8,4,3,1,2,6,7
7499355,1,5,10,3,9,7,2,6,4,8
7499362,7,3,10,5,4,2,9,1,6,8
7499373,1,2,3,4,5,8,6,7,9,10
7499424,1,2,4,8,7,9,3,10,5,6
7499507,4,7,10,5,9,2,6,3,8,1
7499516,1,6,2,8,9,4,5,3,10,7
7499521,1,9,6,5,4,2,7,3,8,10
7499523,7,4,10,6,1,3,5,2,9,8
7499538,7,8,3,2,4,9,5,10,6,1
7499539,2,9,7,8,6,3,5,4,10,1
7499669,5,3,6,4,7,10,1,9,2,8
7499672,4,10,3,2,5,9,6,8,1,7
7499685,8,1,6,2,7,NA,3,NA,5,4
7499776,1,10,5,3,9,7,6,8,2,4
7499794,4,6,5,9,1,8,2,7,3,10
7499795,6,7,8,1,5,NA,4,NA,3,2
7499834,5,7,3,1,8,9,6,10,2,4
7499906,10,3,6,7,8,5,1,4,2,9
7499933,8,2,1,7,3,4,6,5,10,9
7499938,1,2,4,9,10,8,6,7,3,5
7501172,1,2,NA,4,5,NA,7,NA,6,3
7501174,2,6,NA,1,5,NA,4,NA,7,3
7501176,3,4,NA,5,1,NA,7,NA,2,6
7501178,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7501185,NA,NA,NA,NA,NA,NA,2,NA,NA,1
7501200,6,3,NA,NA,1,NA,5,NA,2,4
7501214,7,3,NA,6,2,NA,5,NA,4,1
7501234,2,1,NA,7,4,NA,5,NA,6,3
7501242,6,5,NA,3,4,NA,7,NA,2,1
7501293,5,2,NA,NA,1,NA,3,NA,4,NA
7501372,3,5,10,4,2,8,7,9,6,1
7501373,2,3,7,6,8,4,1,5,10,9
7501409,9,6,8,4,10,3,5,2,1,7
7501423,9,6,2,4,1,7,5,8,10,3
7501425,7,9,1,5,8,4,2,3,10,6
7501446,9,2,3,5,8,7,4,6,1,10
7501450,10,8,5,3,7,2,6,1,4,9
7501506,2,6,NA,1,7,NA,5,NA,3,4
7501527,2,3,NA,5,4,NA,7,NA,1,6
7501564,5,3,2,10,9,8,6,7,1,4
7501576,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
7501598,6,3,8,10,2,5,7,4,9,1
7501606,7,9,3,4,6,1,5,2,10,8
7501611,8,2,3,10,7,6,4,5,9,1
7501617,7,1,10,5,2,3,6,4,9,8
7501652,7,9,6,5,8,1,3,2,4,10
7501745,2,5,4,6,10,8,1,9,3,7
7501754,3,1,2,6,5,8,10,7,9,4
7501767,9,10,1,2,3,5,8,4,6,7
7501768,10,4,3,2,7,9,5,8,1,6
7501795,10,9,8,6,5,3,7,4,1,2
7501887,6,7,2,10,5,3,8,4,9,1
7501910,10,8,4,9,7,2,6,3,5,1
7501912,6,7,2,1,10,9,4,8,3,5
7501913,1,2,4,6,10,9,3,8,5,7
7501941,2,3,6,1,4,8,10,9,5,7
7501944,6,8,4,5,1,2,10,3,9,7
7501957,2,10,5,9,1,8,3,7,4,6
7501981,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
7501983,4,8,5,6,1,NA,3,NA,7,2
7502033,2,3,1,9,8,4,7,5,6,10
7502045,8,1,2,3,9,6,7,5,4,10
7502060,1,2,5,3,4,8,6,9,10,7
7502085,3,8,10,9,7,4,2,5,6,1
7502167,10,6,7,5,9,4,2,3,1,8
7502168,1,7,10,3,8,6,2,5,4,9
7502172,4,9,5,3,10,7,1,8,6,2
7502252,5,1,NA,7,4,NA,6,NA,3,2
7502257,5,2,8,1,3,10,4,9,6,7
7502275,3,10,5,1,2,8,6,9,7,4
7502279,10,9,3,2,4,7,5,8,6,1
7502298,2,10,4,9,1,7,8,6,3,5
7502300,10,8,9,6,5,3,2,4,7,1
7502304,9,1,8,6,5,4,2,3,7,10
7502382,10,6,9,3,7,5,2,4,8,1
7502383,7,3,6,2,9,4,1,5,10,8
7502416,1,7,4,3,10,8,5,9,6,2
7502417,10,8,6,5,4,2,9,3,7,1
7502430,6,7,3,10,4,9,1,8,5,2
7502462,2,5,1,4,8,10,7,9,6,3
7502514,10,1,3,6,7,4,2,5,9,8
7502574,2,7,NA,3,5,NA,6,NA,1,4
7502582,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
7502677,1,3,6,2,4,8,10,9,5,7
7502694,8,1,3,10,9,7,2,6,5,4
7502705,5,4,3,7,2,9,1,10,6,8
7502786,8,10,1,2,4,5,3,6,7,9
7502856,1,10,7,6,3,9,2,8,4,5
7503680,7,2,NA,6,4,NA,1,NA,3,5
7503691,3,4,NA,7,6,NA,1,NA,5,2
7503995,1,7,4,3,10,6,8,5,9,2
7503996,10,8,9,5,4,6,2,7,1,3
7503997,1,8,2,9,3,5,7,4,10,6
7504104,4,5,7,8,9,2,6,3,1,10
7504146,10,1,4,9,2,7,3,6,8,5
7504148,2,7,8,9,6,4,10,5,1,3
7504256,4,6,3,2,1,8,7,9,5,10
7504258,1,10,4,2,3,9,5,8,7,6
7504276,7,8,1,6,3,NA,5,NA,2,4
7504293,10,5,6,9,8,2,7,1,3,4
7504303,8,9,4,1,2,7,3,6,5,10
7504325,7,9,4,2,3,6,8,5,10,1
7504352,5,8,6,9,2,3,1,4,7,10
7504361,2,3,NA,7,4,NA,6,NA,5,1
7504368,2,1,10,5,4,8,9,7,6,3
7504369,5,10,3,4,9,6,8,7,1,2
7504501,5,6,4,8,1,9,7,10,3,2
7504518,7,2,8,1,3,10,5,9,6,4
7504520,7,8,2,1,4,9,5,10,6,3
7504521,1,5,10,3,8,6,4,7,2,9
7504523,5,2,6,8,7,10,1,9,4,3
7504528,8,6,5,10,4,2,1,3,7,9
7504563,3,7,4,10,6,8,1,9,2,5
7504564,7,10,4,8,9,2,3,1,5,6
7504634,10,1,3,2,4,5,8,6,7,9
7504635,6,2,3,1,5,8,9,7,10,4
7504648,5,7,8,9,6,4,10,3,2,1
7504664,5,1,10,2,8,4,9,3,7,6
7504666,3,7,5,4,8,10,1,9,6,2
7504667,2,1,8,7,6,3,9,4,10,5
7504669,8,10,2,1,5,3,7,4,9,6
7504702,2,4,5,1,6,10,3,9,7,8
7504746,4,9,1,2,3,7,10,8,6,5
7504748,10,4,8,9,2,7,5,6,3,1
7504853,9,7,4,6,1,3,5,2,10,8
7504854,7,9,6,10,4,2,1,3,8,5
7504970,6,9,10,4,5,2,3,1,7,8
7504974,1,2,7,5,3,8,6,9,10,4
7505006,8,6,7,10,9,3,2,4,5,1
7505010,6,1,9,8,7,3,5,4,2,10
7505124,3,2,8,4,10,6,1,5,7,9
7505126,5,4,1,3,7,NA,6,NA,8,2
7505127,5,3,1,4,7,10,8,9,6,2
