Site,Participant_ID,RowNumber,session_id,age,anagrams1,anagrams2,anagrams3,anagrams4,attention,attentioncorrect,backcount1,backcount10,backcount2,backcount3,backcount4,backcount5,backcount6,backcount7,backcount8,backcount9,bestgrade1,bestgrade2,bestgrade3,bestgrade4,bestgrade5,big5_01,big5_02,big5_03,big5_04,big5_05,big5_06,big5_07,big5_08,big5_09,big5_10,div3filler,elm_01,elm_02,elm_03,elm_04,elm_05,ethnicity,feedback,gender,highpower,instructbig5,instructintrinsic,instructmli,instructnfc,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06,intrinsic_07,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,kposition,kratio,lowpower,lposition,lratio,major,mcdv1,mcdv2,mcfiller1,mcfiller2,mcfiller3,mcmost1,mcmost2,mcmost3,mcmost4,mcmost5,mcsome1,mcsome2,mcsome3,mcsome4,mcsome5,mood_01,mood_02,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nposition,nratio,pate_01,pate_02,pate_03,pate_04,pate_05,rposition,rratio,sarcasm,selfesteem_01,stress_01,stress_02,stress_03,stress_04,tempest1,tempest2,tempest3,tempfollowup1,tempfollowup2,tempfollowup3,vposition,vratio,worstgrade1,worstgrade2,worstgrade3,worstgrade4,worstgrade5,year,Station,Date.x,Experimenter,Temperatureinlab,OrderofTasks,ClipboardWeight,IIResponse,SRCondition,SRMeetingResponse,SRConfidenceResponse,SRTFCorrect,Notes,StartDate.x,EndDate,NumberofDays,Pool1,Pool2a,Pool2b,Pool2c,Pool2d,Pool2e,Pool3,Pool4,Pool5a,Pool5b,Pool6,Pool7a,Pool7b,Pool7c,Pool7d,Pool7e,Pool8,Pool9,Pool10,Pool11,Pool12,Pool13,Pool14,Pool15,Pool16a,Pool16b,Pool16c,Pool17,Pool18,Pool19a,Pool19b,Pool20,ClipBoardMaterial,Persistence,anagrams_order,attention_order,availinstruct_order,availk_order,availl_order,availn_order,availr_order,availv_order,bestgrade_order,bigfive_order,compcode_order,consent_order,debrief_order,demographics_order,elmques_order,elmstrong_order,elmweak_order,filler1_order,filler2_order,galinskyvignette_order,highpower_order,inlab_order,intrinsic_order,lowpower_order,mcfiller_order,mcmost_order,mcsome_order,moninvignette_order,mood_order,nfc_order,participantid_order,participation_order,selfesteem_order,startpage_order,stress_order,stroop_order,stroopinstructions_order,stroopinstructionstest_order,stroopprac_order,tempagenf_order,tempagenm_order,tempcomf_order,tempcomm_order,tempestimate_order,tempfollowup_order,welcome_order,worstgrade_order,session_date,DateComputer,TimeComputer,MonthComputer,DayComputer,YearComputer,DaysSinceMonthComputer,DaysSinceAugComputer,Date.y,MonthLab,DayLab,YearLab,DaysSinceMonthLab,DaysSinceAugLab,StartDate.y,MonthStart,DayStart,YearStart,DaysSinceMonthStart,DaysSinceAugStart,DaysInComp,DaysInLab,AttentionCheck,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Intrinsic,Mood,NFC,ReportedAttention,ReportedEffort,SelfEsteem,Stress,PowerCond,MostEndorse,SomeEndorse,CredCond,Genderfactor,SubDistCond,K1st,L1st,N1st,R1st,V1st,AvailFirst,AvailSign,TempCond4,TempCond,TargetGender,ArgumentQuality,NFCcenter,ELMCond,CBReject
VirginiaCommonwealthUniversity,27,2591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,9/25/14,ATH,74,SR-II,10,6,b,Monday,4,Yes,website malfunction,8/28/14,12/16/14,110,1,1,1,0,0,0,NA,0.5,NA,NA,0,1,0,0,0,0,1,NA,1,3,45,2075,NA,NA,1,1,0,3,1,1,0.66,NA,Plastic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/25/14,9,25,14,31,56,8/28/14,8,28,14,0,28,NA,0.254545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
VirginiaCommonwealthUniversity,28,695,7446487,18,party,NA,NA,NA,4,NA,0,-27,-3,-6,-9,-12,-15,-18,-21,-24,NA,NA,NA,NA,NA,7,3,6,5,7,1,5,2,5,2,399339,6,3,4,5,5,1,This Stroop task has no feedback,2,NA,1,1,1,1,2,2,2,4,4,4,4,4,3,4,4,4,4,4,4,1,5,"I had just graduated form high school and was torn between going to college and auditioning for this new workout program of Shaun T's called Insanity Max: 30. This would involve me living in New york for two months and not being able to start college like everyone else. Since I was not yet 18, my parents told me that I had to go to college because I was under their roof and had to do what they told me. At first I was devastated and was so angry because I wanted to be in one of his work outs. Later after I thought about it and realized that, I had my whole life ahead of me to be apart of one of his workouts and that education comes first. That day I learned that just because a great opportunity opens up, doesn't mean you have to take it just yet.",1,2,Exercise Science,0,1,1,1,1,NA,NA,NA,NA,NA,2,1,2,1,2,2,2,2,2,5,5,2,4,2,11,4,4,1,1,4,2,13,3,6,2,4,3,2,70,6,4,7,7,6,2,12,spring 2014,C,7,4,6,1,133,9/26/14,BS,74,SR-II,20,7,b,Monday,4,Yes,"rearranged order of the pages and used the table, said he felt weird the whole time as if being decieved. script after entering number",8/28/14,12/16/14,110,1,1,1,0,0,0,NA,0.5,NA,NA,0,1,0,0,0,0,1,NA,1,3,45,2075,NA,NA,1,1,0,3,1,1,0.66,NA,Plastic,156.9999977,6,32,19,21,22,23,20,24,NA,31,NA,NA,36,35,26,25,NA,3,4,5,NA,11,29,2,13,NA,12,14,30,27,37,28,33,0,34,10,7,9,8,NA,16,NA,NA,18,17,1,15,9/26/14 12:36,9/26/14,12:36,9,26,14,31,57,9/26/14,9,26,14,31,57,8/28/14,8,28,14,0,28,0.263636364,0.263636364,Fail,6.5,6,7,5,4,3.133333333,6,2.666666667,4,4,6,2.25,LowPower,NA,3,NoCredentials,Male,WorstGrade,1,1,0,0,0,2,-,AgenticMale,Agentic,MaleTarget,4.6,-0.515873016,1,1
VirginiaCommonwealthUniversity,29,706,7451242,21,party,NA,NA,NA,2,NA,357,130,354,351,148,145,142,139,136,133,Summer 2014,A,5,3,1,3,4,6,3,6,6,6,6,5,2,"3,9,6,9,6,3,3,9",5,5,4,4,4,1,This Stroop task has no feedback,1,NA,1,1,1,1,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,20,Parents not letting me drive. I felt annoyed,2,30,science,0,0,1,0,1,NA,NA,NA,NA,NA,2,2,2,2,2,3,2,3,3,3,2,2,3,2,30,3,4,2,3,3,2,30,5,4,2,4,4,2,72,5,3,5,5,4,2,30,NA,NA,NA,NA,NA,4,133,9/27/14,JC,76,II-SR,10,6,c,Friday,5,n/a,NA,8/28/14,12/16/14,110,1,1,1,0,0,0,NA,0.5,NA,NA,0,1,0,0,0,0,1,NA,1,3,45,2075,NA,NA,1,1,0,3,1,1,0.66,NA,Plastic,103.0000058,26,28,8,13,11,12,9,10,18,31,NA,NA,36,35,4,NA,3,23,24,25,NA,2,32,22,20,NA,19,21,34,27,37,29,33,0,30,17,14,16,15,NA,NA,5,NA,7,6,1,NA,9/29/14 11:32,9/29/14,11:32,9,29,14,31,60,9/27/14,9,27,14,31,58,8/28/14,8,28,14,0,28,0.290909091,0.272727273,Fail,6,4,2.5,5,3,2,5.5,2.666666667,3,4,4,2,LowPower,NA,5,NoCredentials,Female,BestGrade,0,0,0,0,0,0,-,CommunalFemale,Communal,FemaleTarget,4.4,-0.515873016,-1,0
VirginiaCommonwealthUniversity,30,748,7454556,24,party,NA,cieno,olace,2,NA,357,350,354,351,348,345,342,359,356,353,Winter 2013-2014,D,6,4,2,6,4,4,5,6,4,6,4,5,5,396,2,NA,4,5,6,1,This Stroop task has no feedback,1,NA,1,1,1,1,2,2,2,3,2,2,2,3,2,3,3,3,3,2,3,2,3,An ex-boyfriend broke up with me over the phone. I wanted him to tell me face to face but he did not nor did he apologize. He had the control just the way he wanted it to be. I felt powerless and hopeless and alone.,2,4,Psychology,1,2,1,0,2,NA,NA,NA,NA,NA,1,1,2,1,1,3,4,2,2,3,3,4,3,2,4,4,4,1,1,3,2,5,2,5,3,3,3,3,77,5,4,7,6,5,1,2,NA,NA,NA,NA,NA,1,133,9/30/14,EAH,76,II-SR,20,6,c,Monday,4,n/a,10 min late,8/28/14,12/16/14,110,1,1,1,0,0,0,NA,0.5,NA,NA,0,1,0,0,0,0,1,NA,1,3,45,2075,NA,NA,1,1,0,3,1,1,0.66,NA,Plastic,199.000005,24,30,5,6,8,10,9,7,16,28,NA,NA,36,35,26,25,NA,21,22,23,NA,15,31,20,18,NA,17,19,27,32,37,33,29,0,34,14,11,13,12,NA,2,NA,NA,4,3,1,NA,9/30/14 14:46,9/30/14,14:46,9,30,14,31,61,9/30/14,9,30,14,31,61,8/28/14,8,28,14,0,28,0.3,0.3,Fail,4.5,4,5,5,4,2.6,4.5,3.166666667,4,4,5,3,LowPower,NA,1,NoCredentials,Female,BestGrade,0,0,0,0,1,1,-,AgenticMale,Agentic,MaleTarget,NA,-0.015873016,1,0
VirginiaCommonwealthUniversity,31,791,7457742,18,NA,NA,NA,NA,5,NA,357,330,354,351,348,345,342,339,336,333,Spring 2014,A,1,5,1,6,5,7,3,7,5,6,3,7,3,"3,6,9",6,6,5,7,7,1,This Stroop task has no feedback,1,"I was working in a restaurant and I was in charge of the order for which people were seated. I had to make the decision of giving a server a certain number of tables at one time. I had to let the other hostesses know which table to take the guests to be seated. I felt as though my authority was respected by the other hostesses from working there for over a long period of time. Even though there were certain things they did not want to do such as cleaning tables, they did it when I asked.",1,1,1,1,3,4,3,4,4,3,2,4,2,4,4,4,4,3,4,2,20,NA,2,15,Biology,0,3,1,0,1,2,2,2,2,2,NA,NA,NA,NA,NA,2,2,5,1,4,5,4,1,1,10,5,3,1,1,2,2,25,5,6,2,5,5,2,73,3,3,7,7,5,2,20,NA,NA,NA,NA,NA,1,133,10/1/14,BS,76,SR-II,10,7,a,Friday,5,Yes,NA,8/28/14,12/16/14,110,1,1,1,0,0,0,NA,0.5,NA,NA,0,1,0,0,0,0,1,NA,1,3,45,2075,NA,NA,1,1,0,3,1,1,0.66,NA,Plastic,240.000002,23,28,2,5,7,6,4,3,26,32,NA,NA,36,35,25,NA,24,17,18,19,16,8,34,NA,10,9,NA,11,27,30,37,29,31,0,33,15,12,14,13,NA,20,NA,NA,22,21,1,NA,10/1/14 15:21,10/1/14,15:21,10,1,14,61,62,10/1/14,10,1,14,61,62,8/28/14,8,28,14,0,28,0.309090909,0.309090909,Fail,6,6,4.5,4.5,2,3.466666667,6,4.333333333,5,3,6,1.5,HighPower,5,NA,Credentials,Female,BestGrade,0,0,1,0,0,1,-,AgenticMale,Agentic,MaleTarget,6.2,1.150793651,-1,0
VirginiaCommonwealthUniversity,32,829,7460201,18,patry,fatal,NA,NA,NA,I read the instructions,356,320,352,348,344,340,336,332,328,324,NA,NA,NA,NA,NA,5,2,6,4,5,5,7,3,5,4,"18, 6, 30,10, 12, 4, 1",7,5,9,8,6,4,This Stroop task has no feedback,1,To be honest I am usually not the type of person that likes taking control over another person. I feel really bad about. The only time I felt that I had power over a situation was when I was sick. My friend had to decide to go do something fun or stay home with me to keep me company. She decided to stay with me and I felt like I had power over the situation when I did not mean for it to happen this way.,1,1,1,1,2,1,1,3,2,4,4,3,2,4,4,3,4,4,4,2,15,NA,1,5,International Relations,1,2,2,0,1,2,2,1,2,2,NA,NA,NA,NA,NA,5,4,3,3,4,4,4,3,1,5,4,4,1,1,2,1,5,3,4,3,3,3,2,75 degrees,2,4,6,7,5,2,15,Spring 2014,0.85,5,4,2,1,133,10/2/14,ATH,77,SR-II,20,6,a,Saturday,3,Yes,NA,8/28/14,12/16/14,110,1,1,1,0,0,0,NA,0.5,NA,NA,0,1,0,0,0,0,1,NA,1,3,45,2075,NA,NA,1,1,0,3,1,1,0.66,NA,Plastic,167.9999959,2,32,10,14,12,13,15,11,NA,27,NA,NA,36,35,8,NA,7,4,5,6,3,9,28,NA,22,21,NA,23,34,30,37,29,31,0,33,19,16,18,17,NA,NA,NA,24,26,25,1,20,10/2/14 14:52,10/2/14,14:52,10,2,14,61,63,10/2/14,10,2,14,61,63,8/28/14,8,28,14,0,28,0.318181818,0.318181818,Pass,4.5,5.5,4,6.5,3.5,2.6,3.5,3.166666667,4,4,4,2.75,HighPower,4,NA,Credentials,Female,WorstGrade,0,1,1,1,0,3,+,CommunalMale,Communal,MaleTarget,7,-0.015873016,-1,0
VirginiaCommonwealthUniversity,33,856,7462163,21,NA,NA,NA,NA,NA,I read the instructions.,357,330,NA,351,348,345,342,339,336,333,Spring 2014,A,8,5,1,5,5,7,7,5,6,3,1,3,1,"3, 90, 9, 63",7,4,4,3,6,6,This Stroop task has no feedback,2,NA,1,1,1,1,3,4,3,4,4,4,2,4,4,4,4,4,4,4,4,1,3,"I do not believe it is in my personality to be submissive. My parents have always been casual and open in their communication with me. I have never let the power of teachers and grading discourage my interest in learning. All of my desires have been achievable through independent actions. Occasions where I was judged based on skill have not deterred my actions. Even If I was not accepted to the art school, I would still be a painter. In a way, I have not given other people the chance to hold power over me.",1,6,Illustration,0,3,1,0,1,2,2,2,1,2,NA,NA,NA,NA,NA,4,4,2,1,1,4,5,1,1,4,3,4,1,1,1,2,6,6,3,2,4,4,2,75,3,2,4,6,5,2,5,NA,NA,NA,NA,NA,4,133,10/3/14,ska,77,II-SR,10,7,b,Friday,3,Yes,NA,8/28/14,12/16/14,110,1,1,1,0,0,0,NA,0.5,NA,NA,0,1,0,0,0,0,1,NA,1,3,45,2075,NA,NA,1,1,0,3,1,1,0.66,NA,Plastic,240.000002,17,28,18,23,19,22,21,20,6,31,NA,NA,36,35,16,NA,15,3,4,5,NA,11,32,2,25,24,NA,26,33,34,37,27,30,0,29,10,7,9,8,NA,12,NA,NA,14,13,1,NA,10/3/14 12:51,10/3/14,12:51,10,3,14,61,64,10/3/14,10,3,14,61,64,8/28/14,8,28,14,0,28,0.327272727,0.327272727,Pass,6,7,3.5,3,6,3.6,4,4.333333333,3,4,3,2,LowPower,4,NA,Credentials,Male,BestGrade,1,1,1,0,0,3,+,AgenticMale,Agentic,MaleTarget,4.8,1.150793651,-1,0
VirginiaCommonwealthUniversity,34,857,7462280,18,NA,NA,NA,NA,NA,I read the instructions,357,330,354,351,348,345,342,339,336,333,NA,NA,NA,NA,NA,6,2,7,2,7,7,7,1,7,3,"3,9,6",7,7,7,6,7,4,This Stroop task has no feedback,1,NA,1,1,1,1,1,2,1,4,3,2,3,4,4,4,2,3,3,3,4,2,6,My parents had power over me when deciding whether I should be allowed to get my second ear piercing or not. My dad was more stubborn about than my mom. I felt frustrated and slightly angry up until the point that I was allowed to get the ear piercings.,2,7,Biology,2,3,2,0,1,2,2,2,2,2,NA,NA,NA,NA,NA,2,2,4,2,4,2,3,2,2,5,4,5,1,1,3,1,6,5,5,2,5,4,2,"warm, maybe 70 degrees Fahrenheit",2,2,6,6,3,2,6,Spring 2014,B,9,1,3,1,133,10/3/14,ska,77,II-SR,20,6,b,Friday,4,Yes,NA,8/28/14,12/16/14,110,1,1,1,0,0,0,NA,0.5,NA,NA,0,1,0,0,0,0,1,NA,1,3,45,2075,NA,NA,1,1,0,3,1,1,0.66,NA,Plastic,240.000002,25,28,15,18,17,19,20,16,NA,29,NA,NA,36,35,7,NA,6,22,23,24,NA,5,34,21,3,2,NA,4,27,32,37,31,30,0,33,14,11,13,12,8,NA,NA,NA,10,9,1,26,10/3/14 13:37,10/3/14,13:37,10,3,14,61,64,10/3/14,10,3,14,61,64,8/28/14,8,28,14,0,28,0.327272727,0.327272727,Pass,6,7,3.5,6.5,1.5,2.866666667,6,3.166666667,4,5,5,1.75,LowPower,5,NA,Credentials,Female,WorstGrade,0,0,0,1,0,1,-,AgenticFemale,Agentic,FemaleTarget,6.8,-0.015873016,-1,0
VirginiaCommonwealthUniversity,35,878,7466716,18,party,fatal,i once,a celo,1,NA,357,330,354,351,348,345,342,339,336,333,NA,NA,NA,NA,NA,7,5,7,3,6,1,4,3,6,2,"3,9,6,9,6,3,3",6,6,5,5,6,7,This Stroop task has no feedback,2,"During the baseball season my senior year, i was established as one of the team captains. I made decisions such as leading team workouts/stretches, making sure everyone was informed about upcoming fundraisers and games, and to make sure everyone was doing what they should be doing at every exact moment. Having this position of power didn't change me at all, it just showed that i was just a little bit more important that the other players on the team, but we still worked together as one strong unit.",1,1,1,1,3,4,2,4,4,3,2,4,4,4,3,3,3,2,2,2,NA,NA,2,NA,Undeclared (considering psychology),0,3,3,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,2,2,3,2,3,4,4,1,1,6,4,5,1,1,2,1,4,3,7,3,5,4,3,75,4,3,7,6,5,2,5,spring 2013,C,4,1,8,1,133,10/6/14,jac,71,SR-II,10,6,c,Friday,5,n/a,sat down for clipboard,8/28/14,12/16/14,110,1,1,1,0,0,0,NA,0.5,NA,NA,0,1,0,0,0,0,1,NA,1,3,45,2075,NA,NA,1,1,0,3,1,1,0.66,NA,Plastic,205.9999947,19,33,10,13,12,14,11,15,NA,34,NA,NA,36,35,17,16,NA,3,4,5,2,18,32,NA,22,21,NA,23,27,28,37,30,31,0,29,9,6,8,7,NA,NA,NA,24,26,25,1,20,10/6/14 12:02,10/6/14,12:02,10,6,14,61,67,10/6/14,10,6,14,61,67,8/28/14,8,28,14,0,28,0.354545455,0.354545455,Fail,6,6,7,3.5,2.5,3.133333333,6,3.833333333,4,5,7,2.25,HighPower,4,NA,Credentials,Male,WorstGrade,0,0,1,1,0,2,-,CommunalMale,Communal,MaleTarget,5.6,0.650793651,1,1
VirginiaCommonwealthUniversity,36,882,7466865,18,party,fatal,NA,NA,4,I play for the VCU Women's Soccer team.,357,331,354,351,348,345,342,339,336,333,NA,NA,NA,NA,NA,6,3,6,6,4,2,5,2,3,1,"3, 9, 6, 589, 226, 89, 463",6,5,6,7,6,6,This Stroop task has no feedback,1,"The last time I was in a position of power was when I was my high school yearbook's Editor-in-Chief last school year.  I had the ability to create something special that a majority of students would have for the rest of their lives; it was a pretty special honor.  I was in control of all the writers and photographers that were in the class, in unison with the Yearbook course's teacher.  We worked well together and developed a close teacher-student friendship throughout the year.  It felt great to be able to have the overall decision in the book's overall design and components, but I also enjoyed working with others and taking their ideas in cohesion with mine and implementing them it to the year's yearbook.",1,1,1,1,2,2,2,3,2,3,2,3,2,4,3,2,3,3,4,1,5,NA,1,4,Undeclared,0,2,2,1,3,NA,NA,NA,NA,NA,1,2,2,2,1,3,2,2,3,3,3,4,2,1,3,4,4,1,1,1,2,8,6,2,5,2,2,4,74,4,2,6,6,2,1,2,Spring 2014,0.83,4,5,3,1,133,10/6/14,jac,72,SR-II,20,6,c,Monday,5,n/a,NA,8/28/14,12/16/14,110,1,1,1,0,0,0,NA,0.5,NA,NA,0,1,0,0,0,0,1,NA,1,3,45,2075,NA,NA,1,1,0,3,1,1,0.66,NA,Plastic,121.0000031,4,28,14,15,19,16,18,17,NA,31,NA,NA,36,35,3,NA,2,11,12,13,10,5,34,NA,8,NA,7,9,33,32,37,27,30,0,29,26,23,25,24,20,NA,NA,NA,22,21,1,6,10/6/14 12:31,10/6/14,12:31,10,6,14,61,67,10/6/14,10,6,14,61,67,8/28/14,8,28,14,0,28,0.354545455,0.354545455,Fail,5.5,6,6,5,5.5,2.666666667,5.5,3.166666667,4,4,2,4.25,HighPower,NA,3,NoCredentials,Female,WorstGrade,1,1,1,0,1,4,+,AgenticFemale,Agentic,FemaleTarget,6,-0.015873016,-1,0
VirginiaCommonwealthUniversity,37,930,7472080,21,NA,NA,NA,NA,4,i read the instructions,357,330,354,351,348,345,342,339,336,333,Winter 2014,A,4,2,1,6,2,2,3,7,3,5,1,4,2,39696339,5,4,4,6,4,2,This Stroop task has no feedback,2,"I have been the manager of best buy for about 2 years now, currently I have about 45 employees working under me. My feelings for this are not phased because it is just a job and nothing more. My thoughts about being in ""power"" of course make me happy but any one that works for it can achieve it.",1,1,1,1,3,3,2,4,3,4,3,3,2,3,4,4,4,2,3,1,1,NA,2,5,Business management,0,2,3,1,2,NA,NA,NA,NA,NA,1,2,2,1,2,4,3,3,2,4,4,4,2,2,5,4,4,1,1,3,2,5,3,6,3,5,4,3,76,4,2,6,7,6,1,1,NA,NA,NA,NA,NA,4,133,10/8/14,JMM,74,SR-II,10,7,a,Friday,5,"No, 1","leaned against wall for part of clipboard part. was confused by number and color task at first, I think num lock was on... once it was turned off it was fine. Mentioned the clipboard question about how confidence are you was wierd. Said he thought it was trying to trick him.",8/28/14,12/16/14,110,1,1,1,0,0,0,NA,0.5,NA,NA,0,1,0,0,0,0,1,NA,1,3,45,2075,NA,NA,1,1,0,3,1,1,0.66,NA,Plastic,76.99999097,19,29,20,21,22,24,23,25,26,27,NA,NA,36,35,9,8,NA,15,16,17,14,18,31,NA,6,NA,5,7,33,34,37,30,32,0,28,13,10,12,11,NA,2,NA,NA,4,3,1,NA,10/8/14 12:07,10/8/14,12:07,10,8,14,61,69,10/8/14,10,8,14,61,69,8/28/14,8,28,14,0,28,0.372727273,0.372727273,Fail,6.5,4.5,5.5,5.5,3.5,2.866666667,4.5,3.5,4,4,6,2.25,HighPower,NA,3,NoCredentials,Male,BestGrade,1,0,0,0,1,2,-,AgenticMale,Agentic,MaleTarget,4.6,0.317460317,1,0
VirginiaCommonwealthUniversity,38,940,7472450,18,NA,NA,NA,NA,NA,I read the instructions,357,330,354,351,348,345,342,339,336,333,spring 2014,A,5,2,5,7,5,6,5,7,5,5,5,5,2,3 9  90 2268 6 891 9 6 63 633 33 9,7,5,6,6,6,6,This Stroop task has no feedback,2,NA,1,1,1,1,4,4,3,3,4,4,2,3,4,4,2,3,3,4,4,1,6,"For a particular instance as well as general, when i was a young kid and i would always want that new toy or for instance an xbox and they told me i couldn't have it. So i worked towards showing them how i could use it and that i could earn it through chores and doing well in school.  I was determined to show them that i deserved what i wanted.",1,6,Business Marketing,1,0,3,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,2,1,2,1,4,4,5,3,2,7,4,4,1,1,3,2,5,5,5,2,4,4,2,75,3,2,5,4,4,2,6,NA,NA,NA,NA,NA,1,133,10/8/14,BS,75,II-SR,20,6,A,Monday,5,Yes,rested against the wall,8/28/14,12/16/14,110,1,1,1,0,0,0,NA,0.5,NA,NA,0,1,0,0,0,0,1,NA,1,3,45,2075,NA,NA,1,1,0,3,1,1,0.66,NA,Plastic,240.000002,6,32,14,19,16,18,15,17,7,29,NA,NA,36,35,13,NA,12,21,22,23,NA,2,30,20,4,3,NA,5,31,27,37,28,34,0,33,11,8,10,9,NA,NA,NA,24,26,25,1,NA,10/8/14 14:31,10/8/14,14:31,10,8,14,61,69,10/8/14,10,8,14,61,69,8/28/14,8,28,14,0,28,0.372727273,0.372727273,Pass,6.5,4.5,5,4,4,3.266666667,6.5,3.5,4,4,5,2,LowPower,1,NA,Credentials,Male,BestGrade,1,1,0,0,0,2,-,CommunalMale,Communal,MaleTarget,6,0.317460317,-1,0
VirginiaCommonwealthUniversity,39,941,7472589,18,party,fatal,NA,NA,NA,I read the instructions,357,330,354,351,348,345,342,339,336,333,NA,NA,NA,NA,NA,4,5,6,5,6,5,6,4,3,3,396,9,9,7,9,8,7,This Stroop task has no feedback,2,"I was a violin teacher for the lower level strings in my schools orchestra. This position of power let me instruct students what they should and should not be doing, and it was generally followed. It made me feel like a professional violinist who knows more than anyone around me and therefore made me feel powerful being as everything I wanted could be done by my students",1,1,NA,1,3,3,3,3,3,2,2,3,3,3,3,2,2,1,4,2,20,NA,1,2,Undeclared,0,3,2,0,1,NA,NA,NA,NA,NA,2,2,2,2,2,5,5,3,3,2,4,4,3,1,5,4,4,1,1,3,1,3,6,1,4,2,2,3,60,4,2,7,7,4,1,3,Summer 2014,C,10,5,10,1,133,10/8/14,BS,76,SR-II,10,7,B,Monday,5,Yes,took pages off the clipboard as they completed them; 39 & 40 were ran together but did not record which computer,8/28/14,12/16/14,110,1,1,1,0,0,0,NA,0.5,NA,NA,0,1,0,0,0,0,1,NA,1,3,45,2075,NA,NA,1,1,0,3,1,1,0.66,NA,Plastic,129.0000038,26,31,2,6,4,5,3,7,NA,30,NA,NA,36,35,20,19,NA,9,10,11,8,21,28,NA,13,NA,12,14,34,32,37,27,33,0,29,18,15,17,16,NA,NA,NA,23,25,24,1,22,10/8/14 15:30,10/8/14,15:30,10,8,14,61,69,10/8/14,10,8,14,61,69,8/28/14,8,28,14,0,28,0.372727273,0.372727273,Pass,5.5,5,3.5,4.5,5,2.8,3,3.5,4,4,1,3.75,HighPower,NA,5,NoCredentials,Male,WorstGrade,0,1,1,1,1,4,+,CommunalMale,Communal,MaleTarget,8.4,0.317460317,1,0
VirginiaCommonwealthUniversity,40,942,7472611,20,party,NA,NA,NA,NA,I read the instructions,357,330,354,351,348,345,342,339,336,333,Spring 2014,A,6,3,3,6,3,5,2,7,5,6,2,6,1,39696339,7,6,8,7,7,7,This Stroop task has no feedback,1,"Being a designer for a theatrical show- I had control on say about what went on stage- I did have assistants and allowed them to express their ideas-but overall I did have they say, even though it did all come down to the directors vision for the performance",1,1,1,1,2,2,2,3,3,1,2,3,3,3,4,3,3,1,3,1,5,NA,2,20,Costume Design BFA,0,3,2,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,2,2,2,2,4,3,4,2,2,30,3,4,1,1,2,2,30,4,6,3,5,5,3,75,6,2,6,6,4,2,15,NA,NA,NA,NA,NA,4,133,10/8/14,BS,76,SR-II,20,7,B,Friday,4,"no, all wrong",seemed rushed; 39 & 40 were ran together but did not record which computer,8/28/14,12/16/14,110,1,1,1,0,0,0,NA,0.5,NA,NA,0,1,0,0,0,0,1,NA,1,3,45,2075,NA,NA,1,1,0,3,1,1,0.66,NA,Plastic,99.99999949,8,29,20,23,22,25,24,21,26,34,NA,NA,36,35,3,NA,2,5,6,7,4,16,32,NA,10,9,NA,11,28,31,37,27,30,0,33,15,12,14,13,17,NA,NA,NA,19,18,1,NA,10/8/14 15:41,10/8/14,15:41,10,8,14,61,69,10/8/14,10,8,14,61,69,8/28/14,8,28,14,0,28,0.372727273,0.372727273,Pass,7,5.5,4.5,5.5,2,2.8,6,3.166666667,3,4,6,2,HighPower,5,NA,Credentials,Female,BestGrade,1,0,0,0,0,1,-,AgenticFemale,Agentic,FemaleTarget,7,-0.015873016,-1,0
